Opportunity,Time,Stage,Action
OP087,43521.31731,8,Prepared Commercials
OP087,43525.30064,9,Negotiation Meeting
OP087,43535.16592,10,Commercials Signed
OP087,43539.42564,10,Commercials Signed
OP087,43545.21175,10,Commercials Signed
OP087,43548.57564,11,Post Sales Support
OP087,43557.91036,11,Post Sales Support
OP088,43454.6055,2,Meeting with Client
OP088,43465.17217,3,Presented to Client
OP088,43472.28536,3,Presented to Client
OP088,43476.73953,3,Presented to Client
OP088,43478.793,3,Presented to Client
OP088,43481.7937,3,Presented to Client
OP088,43487.4555,4,Prepared Custom Demonstration
OP088,43488.71939,4,Prepared Custom Demonstration
OP088,43495.93536,4,Prepared Custom Demonstration
OP088,43502.16314,5,Prepared POC
OP088,43508.818,5,Prepared POC
OP088,43510.82634,8,Prepared Commercials
OP088,43515.9437,8,Prepared Commercials
OP088,43523.18814,9,Negotiation Meeting
OP088,43527.48328,10,Commercials Signed
OP088,43535.7937,11,Post Sales Support
OP088,43539.32634,11,Post Sales Support
OP089,43455.6055,1,Emailed Client
OP089,43460.32911,4,Prepared Custom Demonstration
OP089,43467.63884,5,Prepared POC
OP089,43477.94786,5,Prepared POC
OP089,43481.45481,6,Provided Pre-Sales Support
OP089,43490.56939,6,Provided Pre-Sales Support
OP089,43496.73814,8,Prepared Commercials
OP089,43505.34647,8,Prepared Commercials
OP089,43516.2305,8,Prepared Commercials
OP089,43522.58536,10,Commercials Signed
OP089,43532.05897,11,Post Sales Support
OP090,43457.6055,1,Emailed Client
OP090,43461.37078,2,Meeting with Client
OP090,43469.8187,3,Presented to Client
OP090,43479.71384,4,Prepared Custom Demonstration
OP090,43487.20897,4,Prepared Custom Demonstration
OP090,43490.01245,4,Prepared Custom Demonstration
OP090,43491.52634,5,Prepared POC
OP090,43502.46314,5,Prepared POC
OP090,43511.60134,9,Negotiation Meeting
OP090,43517.95342,9,Negotiation Meeting
OP090,43525.34647,10,Commercials Signed
OP090,43529.55272,11,Post Sales Support
OP090,43538.02147,11,Post Sales Support
OP091,43457.6055,1,Emailed Client
OP091,43458.69786,2,Meeting with Client
OP091,43462.7055,2,Meeting with Client
OP091,43466.58536,3,Presented to Client
OP091,43475.90272,5,Prepared POC
OP091,43483.57495,8,Prepared Commercials
OP091,43488.4805,8,Prepared Commercials
OP091,43491.8812,9,Negotiation Meeting
OP091,43497.71245,9,Negotiation Meeting
OP091,43506.31661,9,Negotiation Meeting
OP091,43515.78953,11,Post Sales Support
OP091,43517.7312,11,Post Sales Support
OP091,43519.96661,11,Post Sales Support
OP092,43454.6055,1,Emailed Client
OP092,43458.968,2,Meeting with Client
OP092,43468.25272,2,Meeting with Client
OP092,43475.65828,2,Meeting with Client
OP092,43484.5312,2,Meeting with Client
OP092,43492.76661,2,Meeting with Client
OP092,43497.06175,3,Presented to Client
OP092,43500.80828,4,Prepared Custom Demonstration
OP092,43505.90342,4,Prepared Custom Demonstration
OP092,43516.2805,4,Prepared Custom Demonstration
OP092,43520.48675,4,Prepared Custom Demonstration
OP092,43526.80342,5,Prepared POC
OP092,43529.79092,5,Prepared POC
OP092,43539.44022,6,Provided Pre-Sales Support
OP092,43541.56175,7,Prepared RFP Responses
OP092,43551.70272,9,Negotiation Meeting
OP092,43558.48259,9,Negotiation Meeting
OP093,43454.6055,2,Meeting with Client
OP093,43465.4562,3,Presented to Client
OP093,43469.08397,3,Presented to Client
OP093,43470.43675,5,Prepared POC
OP093,43474.49856,6,Provided Pre-Sales Support
OP093,43478.74925,7,Prepared RFP Responses
OP093,43487.87981,9,Negotiation Meeting
OP093,43497.44925,10,Commercials Signed
OP093,43501.52009,11,Post Sales Support
OP093,43511.31592,11,Post Sales Support
OP093,43517.12425,11,Post Sales Support
OP094,43458.6055,3,Presented to Client
OP094,43464.74647,4,Prepared Custom Demonstration
OP094,43473.62634,8,Prepared Commercials
OP094,43481.52842,10,Commercials Signed
OP094,43490.83675,10,Commercials Signed
OP095,43454.6055,1,Emailed Client
OP095,43463.9555,1,Emailed Client
OP095,43470.10064,1,Emailed Client
OP095,43472.05064,2,Meeting with Client
OP095,43477.92703,2,Meeting with Client
OP095,43487.80481,3,Presented to Client
OP095,43498.52564,4,Prepared Custom Demonstration
OP095,43509.17286,5,Prepared POC
OP095,43518.55967,5,Prepared POC
OP095,43522.66175,5,Prepared POC
OP095,43529.35342,6,Provided Pre-Sales Support
OP095,43534.00064,7,Prepared RFP Responses
OP095,43539.19022,7,Prepared RFP Responses
OP095,43544.94856,7,Prepared RFP Responses
OP095,43553.6055,9,Negotiation Meeting
OP095,43555.5805,10,Commercials Signed
OP095,43564.36522,10,Commercials Signed
OP095,43569.12772,11,Post Sales Support
OP096,43458.6055,2,Meeting with Client
OP096,43468.89022,3,Presented to Client
OP096,43470.32425,6,Provided Pre-Sales Support
OP096,43480.70967,7,Prepared RFP Responses
OP096,43490.03467,9,Negotiation Meeting
OP096,43496.92634,10,Commercials Signed
OP096,43504.50134,10,Commercials Signed
OP096,43513.64231,10,Commercials Signed
OP097,43454.6055,2,Meeting with Client
OP097,43460.68953,2,Meeting with Client
OP097,43466.78606,3,Presented to Client
OP097,43468.67911,4,Prepared Custom Demonstration
OP097,43471.99995,5,Prepared POC
OP097,43479.66036,6,Provided Pre-Sales Support
OP097,43482.96592,6,Provided Pre-Sales Support
OP097,43488.52425,7,Prepared RFP Responses
OP097,43491.21106,7,Prepared RFP Responses
OP097,43499.01314,8,Prepared Commercials
OP097,43505.95272,8,Prepared Commercials
OP097,43510.14439,9,Negotiation Meeting
OP097,43519.77634,9,Negotiation Meeting
OP097,43523.90828,9,Negotiation Meeting
OP097,43534.70203,10,Commercials Signed
OP097,43545.44092,11,Post Sales Support
OP097,43549.8062,11,Post Sales Support
OP098,43455.6055,1,Emailed Client
OP098,43459.34578,3,Presented to Client
OP098,43466.84856,3,Presented to Client
OP098,43469.17495,4,Prepared Custom Demonstration
OP098,43476.9187,4,Prepared Custom Demonstration
OP098,43483.92286,5,Prepared POC
OP098,43486.32147,5,Prepared POC
OP098,43497.02842,6,Provided Pre-Sales Support
OP098,43506.53328,7,Prepared RFP Responses
OP098,43514.52078,7,Prepared RFP Responses
OP098,43523.01939,7,Prepared RFP Responses
OP098,43532.80134,7,Prepared RFP Responses
OP098,43534.14647,9,Negotiation Meeting
OP098,43541.41731,9,Negotiation Meeting
OP098,43552.19856,10,Commercials Signed
OP098,43559.65828,11,Post Sales Support
OP098,43563.37495,11,Post Sales Support
OP099,43454.6055,1,Emailed Client
OP099,43458.86661,2,Meeting with Client
OP099,43464.14717,3,Presented to Client
OP099,43467.41384,4,Prepared Custom Demonstration
OP099,43469.16453,4,Prepared Custom Demonstration
OP099,43480.02634,5,Prepared POC
OP099,43488.33675,5,Prepared POC
OP099,43495.98259,6,Provided Pre-Sales Support
OP099,43497.71314,7,Prepared RFP Responses
OP099,43503.20967,7,Prepared RFP Responses
OP099,43507.51036,8,Prepared Commercials
OP099,43514.58328,9,Negotiation Meeting
OP100,43454.6055,1,Emailed Client
OP100,43462.95481,1,Emailed Client
OP100,43468.11106,2,Meeting with Client
OP100,43477.49439,4,Prepared Custom Demonstration
OP100,43484.99092,5,Prepared POC
OP100,43489.3555,5,Prepared POC
OP100,43496.49509,6,Provided Pre-Sales Support
OP100,43507.14509,6,Provided Pre-Sales Support
OP100,43514.05272,7,Prepared RFP Responses
OP100,43515.50411,8,Prepared Commercials
OP100,43525.7555,8,Prepared Commercials
OP100,43529.26036,9,Negotiation Meeting
OP100,43532.30689,11,Post Sales Support
OP100,43534.78745,11,Post Sales Support
